ts_iso,range_vector,machineid,prom_count,sketch_count,prom_sum,sketch_sum,prom_l1,sketch_l1,prom_l2,sketch_l2,prom_distinct,sketch_distinct,prom_entropy,sketch_entropy,sketch_min,sketch_max,requested_mint,requested_maxt,adjusted_mint,adjusted_maxt,range_ms,prom_count_latency_ms,prom_sum_latency_ms,prom_l1_latency_ms,prom_l2_latency_ms,prom_distinct_latency_ms,prom_entropy_latency_ms,sketch_count_local_ms,sketch_count_server_ms,sketch_sum_local_ms,sketch_sum_server_ms,sketch_l1_local_ms,sketch_l1_server_ms,sketch_l2_local_ms,sketch_l2_server_ms,sketch_distinct_local_ms,sketch_distinct_server_ms,sketch_entropy_local_ms,sketch_entropy_server_ms,count_func_prom_used,count_func_sketch_used,sum_func_prom_used,sum_func_sketch_used,l1_func_prom_used,l1_func_sketch_used,l2_func_prom_used,l2_func_sketch_used,distinct_func_prom_used,distinct_func_sketch_used,entropy_func_prom_used,entropy_func_sketch_used
2025-09-04T11:03:55.571655+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:58.184871+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:00.717311+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:03.256905+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:05.766306+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:08.256413+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:10.760715+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:13.221984+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:15.705174+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:18.205157+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:20.688610+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:23.205506+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:25.719584+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:28.240828+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:30.754873+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:33.369848+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:35.890413+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:38.363861+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:40.847995+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:43.336799+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:45.829768+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:48.350896+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:50.863671+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:53.371609+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:55.879422+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:58.444503+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:00.970806+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:03.473585+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:05.948627+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:08.462043+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:10.974772+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:13.517606+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:16.024237+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:18.526474+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:21.096855+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:23.814068+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:26.396486+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:29.150092+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:31.917948+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:34.454625+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:05:37.017395+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,3.0,nan,6727510836.0,nan,3.0,nan,2.23606797749979,nan,2.0,nan,0.9182958340544897,nan,,,,,,,,2.1940339993307134,2.1843790000275476,1.6860519999681856,1.0271310002281098,0.9260309998353478,1.1200239996469463,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:05:39.643384+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,5.0,nan,11306666382.0,nan,5.0,nan,2.6457513110645907,nan,4.0,nan,1.9219280948873623,nan,,,,,,,,1.8509470000935835,1.144365999607544,0.9152810007435619,0.9820940003919532,2.3545009998997557,1.1970939995080698,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:05:42.281223+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,8.0,nan,20325307400.0,nan,8.0,nan,3.1622776601683795,nan,7.0,nan,2.75,nan,,,,,,,,1.4447379999182886,1.0918870002569747,1.0348300002078759,0.9961169998859987,0.9287060001952341,0.8834810005282634,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:05:45.000508+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,10.0,nan,26004903072.0,nan,10.0,nan,4.242640687119285,nan,7.0,nan,2.6464393446710153,nan,,,,,,,,1.7429740000807215,0.8499870000377996,0.8530699997209013,0.8757860005061957,0.8498810002492974,1.5073129998199875,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:05:47.593413+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,13.0,nan,34133761068.0,nan,13.0,nan,4.58257569495584,nan,10.0,nan,3.1808329872054406,nan,,,,,,,,4.883300000074087,1.8957940001200768,1.3765549992967863,1.103270000385237,0.8672769999975571,0.7397520002996316,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:05:50.271018+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,16.0,nan,41928305494.0,nan,16.0,nan,5.0990195135927845,nan,12.0,nan,3.452819531114783,nan,,,,,,,,3.5999239999000565,1.8378469994786428,1.2613970002348651,0.8867790002113907,0.9214420006173896,0.7786510004734737,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:05:52.820691+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,18.0,nan,43976016557.0,nan,18.0,nan,5.291502622129181,nan,14.0,nan,3.6835423624332306,nan,,,,,,,,10.028910999608343,3.618889999415842,2.8254219996597385,2.0075620004718076,1.0983120000673807,1.1130580005556112,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:05:55.425755+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,21.0,nan,46520108213.0,nan,21.0,nan,5.744562646538029,nan,16.0,nan,3.8801799226757385,nan,,,,,,,,1.5911439995761611,0.9523900007479824,1.4671839999209624,1.0142610008188058,0.9462240004722844,0.9588150005583884,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:05:58.003006+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,23.0,nan,48941368803.0,nan,23.0,nan,5.916079783099616,nan,18.0,nan,4.055958151615123,nan,,,,,,,,1.566013999763527,1.079714999832504,0.9889480006677331,0.9498660001554526,1.2959129999217112,1.084022999748413,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:06:00.534177+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,26.0,nan,55898292016.0,nan,26.0,nan,6.324555320336759,nan,20.0,nan,4.209867121904035,nan,,,,,,,,1.9694740003615152,1.3796410003124038,1.3021220001974143,1.138265000008687,0.9742639995238278,0.9188100002575084,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:06:03.055109+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,28.0,nan,57943990069.0,nan,28.0,nan,6.48074069840786,nan,22.0,nan,4.351823225551765,nan,,,,,,,,5.361622000236821,1.9600839996201103,1.269260000299255,1.0651279999365215,0.943121000091196,1.012290000289795,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
2025-09-04T11:06:05.573418+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,31.0,nan,67306952590.0,nan,31.0,nan,6.855654600401044,nan,24.0,nan,4.47823219741386,nan,,,,,,,,5.6618139997226535,1.980348999495618,1.3032369997745263,0.9915219998219982,0.8615460001237807,0.8723279997866484,nan,,nan,,nan,,nan,,nan,,nan,,count_over_time,,sum_over_time,,l1_over_time,,l2_over_time,,distinct_over_time,,entropy_over_time,
